TopologicalNode rdfid,Substation name,Substation rdfid,Active injection (MW),Reactive injection (Mvar),Voltage (kV),Phase (degrees)
_2120703200_VL_TN1,2120703,_2120703200_VL,0,0,228.9,-2.8
_2120780199_VL_TN1,2120780,_2120780199_VL,0,0,63.1,-30.9
_2120878568_VL_TN1,2120878,_2120878568_VL,-16.5,-5.4,64.2,-7.5
_212127293_VL_TN1,2121272,_212127293_VL,0,0,65.3,-17.1
_2121823195_VL_TN1,2121823,_2121823195_VL,-5.9,-1.6,63.3,-7.1
_2121829096_VL_TN1,2121829,_2121829096_VL,-57,-19.4,239.2,-12.6
_2122364257_VL_TN2,2122364,_2122364257_VL,0,0,20.9,-16.6
_2122364257_VL_TN1,2122364,_2122364257_VL,0,0,20.9,-16.6
_2122692312_VL_TN1,2122692,_2122692312_VL,0,0,234.5,-19.4
_2123110978_VL_TN1,2123110,_2123110978_VL,0,0,92.6,-18.2
_2123321389_VL_TN1,2123321,_2123321389_VL,-50.3,-7.6,239.3,-9.4
_212350871_VL_TN1,2123508,_212350871_VL,0,0,64.8,-14.6
_2124007573_VL_TN1,2124007,_2124007573_VL,0,0,64,-21.4
_2124172811_VL_TN1,2124172,_2124172811_VL,-4.3,-1.4,94.2,-9.9
_212561637_VL_TN1,2125616,_212561637_VL,0,0,65,-7.5
_2125879939_VL_TN1,2125879,_2125879939_VL,-11.7,-2.1,91,-11.8
_2126506254_VL_TN1,2126506,_2126506254_VL,0,0,239.1,-12.2
_212685910_VL_TN2,2126859,_212685910_VL,0,0,239.2,-12.6
_2127618343_VL_TN1,2127618,_2127618343_VL,0,0,235.5,-4.8
_2128778893_VL_TN2,2128778,_2128778893_VL,-3.6,-16.7,64.9,-9
_2128994039_VL_TN1,2128994,_2128994039_VL,-25.9,-8.4,64.1,-19.8
_2129712144_VL_TN1,2129712,_2129712144_VL,0,0,93.7,-16.7
_213014505_VL_TN1,2130145,_213014505_VL,0,0,236.1,-12.6
_2130400210_VL_TN1,2130400,_2130400210_VL,-1.9,1,62.4,-11.9
_2130428051_VL_TN1,2130428,_2130428051_VL,0,0,237.5,-8.3
_2130628106_VL_TN1,2130628,_2130628106_VL,0,0,404.8,-16.5
_2130855329_VL_TN1,2130855,_2130855329_VL,-28.8,-12.3,227,-3.6
_2131342079_VL_TN1,2131342,_2131342079_VL,0,0,409.3,-11.6
_2131448574_VL_TN1,2131448,_2131448574_VL,-0.5,1.7,64.8,-2
_2131808622_VL_TN1,2131808,_2131808622_VL,-17.3,-3,237.3,-16.5
_2132065184_VL_TN4,2132065,_2132065184_VL,23.2,-0.4,21.6,2.6
_2132065184_VL_TN3,2132065,_2132065184_VL,23.2,-2.4,21.5,2.6
_2132065184_VL_TN2,2132065,_2132065184_VL,23.2,-2.4,21.5,2.6
_2132065184_VL_TN1,2132065,_2132065184_VL,23.2,0.6,21.6,2.6
_2132408204_VL_TN1,2132408,_2132408204_VL,-7.6,5.2,64.2,-6.2
_2133112094_VL_TN1,2133112,_2133112094_VL,2.4,0.8,62.1,-25
_2133350839_VL_TN1,2133350,_2133350839_VL,-3,-1.2,64.6,-3.1
_2133998636_VL_TN1,2133998,_2133998636_VL,-9.4,-2.9,64.5,-7.9
_2135264056_VL_TN1,2135264,_2135264056_VL,0,0,45.1,-0.4
_2136249815_VL_TN1,2136249,_2136249815_VL,0.2,-0.3,91.7,-17.4
_2136374333_VL_TN1,2136374,_2136374333_VL,-21.2,-17.7,236.3,-2.8
_2136875901_VL_TN1,2136875,_2136875901_VL,-29.6,-5.1,62.5,-21.5
_2137392553_VL_TN1,2137392,_2137392553_VL,0,0,90,-20.7
_2138058036_VL_TN1,2138058,_2138058036_VL,-12.6,-3.6,62.5,-33.3
_2139142056_VL_TN1,2139142,_2139142056_VL,0,-0.1,63.4,-9.4
_2139248986_VL_TN1,2139248,_2139248986_VL,0,0,395.4,-14.9
_2139479576_VL_TN1,2139479,_2139479576_VL,-5,-0.9,62,-30.6
_2139500579_VL_TN1,2139500,_2139500579_VL,-23.5,-11.6,64.8,-20.7
_213955920_VL_TN2,2139559,_213955920_VL,-33.3,-9.3,241.6,-13
_213955920_VL_TN1,2139559,_213955920_VL,-33,-12,241.3,-13.1
_2139858937_VL_TN2,2139858,_2139858937_VL,-11.3,-9.7,63.4,-12.9
_2139890615_VL_TN1,2139890,_2139890615_VL,0,0,64,-15.1
_2139982373_VL_TN1,2139982,_2139982373_VL,-14,-4,65.4,-5.2
_213999915_VL_TN1,2139999,_213999915_VL,0,0,92.8,-13.5
_2140090000_VL_TN1,2140090,_2140090000_VL,0.4,0.7,65.3,-7.9
_2140503121_VL_TN2,2140503,_2140503121_VL,0,0,235.9,-21.1
_214097707_VL_TN1,2140977,_214097707_VL,0,0,91.1,-16
_2142063363_VL_TN1,2142063,_2142063363_VL,0,0,406.4,-9.5
_2142686800_VL_TN1,2142686,_2142686800_VL,3.4,1.3,65,-9.9
_2143012079_VL_TN1,2143012,_2143012079_VL,-10.7,-4.7,63,-9.3
_2143071197_VL_TN1,2143071,_2143071197_VL,0,0,156.1,-16.9
_2143384678_VL_TN1,2143384,_2143384678_VL,0,0,64.9,-14.6
_214378666_VL_TN1,2143786,_214378666_VL,-7,-0.6,63.3,-5.5
_2144616287_VL_TN1,2144616,_2144616287_VL,-17,0.6,62.5,-24.8
_214485319_VL_TN1,2144853,_214485319_VL,-39.7,-10.3,62.8,-14.2
_2144864595_VL_TN1,2144864,_2144864595_VL,0,0,237.5,-27.6
_2145617539_VL_TN2,2145617,_2145617539_VL,-1.7,-2.7,237.7,-6.4
_2145808325_VL_TN2,2145808,_2145808325_VL,-11.6,-5,63.9,-10.7
_2145808325_VL_TN1,2145808,_2145808325_VL,0.4,-0.1,63.9,-10.7
_2146532268_VL_TN1,2146532,_2146532268_VL,-13.8,-1.8,65,-12.1
_21469319_VL_TN3,2146931,_21469319_VL,-17.7,-5.9,89.3,-15.9
_21469319_VL_TN1,2146931,_21469319_VL,-11.2,-3.8,93.3,-15.8
_2147335679_VL_TN1,2147335,_2147335679_VL,0,0,60.8,-8.9
_214906325_VL_TN1,2149063,_214906325_VL,-22.2,0.1,62.7,-34
_214920306_VL_TN1,2149203,_214920306_VL,0,0,95.9,-6.1
_214924592_VL_TN1,2149245,_214924592_VL,0,0,408.1,-13.2
_216237056_VL_TN1,2162370,_216237056_VL,0,0,410,1.1
_216238021_VL_TN1,2162380,_216238021_VL,0,0,236.3,-8.5
_217338713_VL_TN1,2173387,_217338713_VL,0,0,94.1,-8.9
_21758043_VL_TN1,2175804,_21758043_VL,0,0,64.7,-21.5
_21812634_VL_TN1,2181263,_21812634_VL,-1,0,64.9,-12
_218447080_VL_TN1,2184470,_218447080_VL,-7.8,-1.7,65.1,-4.4
_218585787_VL_TN1,2185857,_218585787_VL,0,0,63.3,-2.4
_21889378_VL_TN1,2188937,_21889378_VL,0,0,65.7,-9.7
_218925844_VL_TN1,2189258,_218925844_VL,0,0,92.2,-9.9
_219740087_VL_TN1,2197400,_219740087_VL,-30.2,-5.2,64.3,-5.8
_220445777_VL_TN2,2204457,_220445777_VL,-23.8,-8.6,233.9,-2.7
_220445777_VL_TN1,2204457,_220445777_VL,-30.8,-9.6,233.9,-2.7
_220689011_VL_TN1,2206890,_220689011_VL,0,0,237.6,-13.1
_22076512_VL_TN1,2207651,_22076512_VL,0,0,63.9,-12.1
_220801240_VL_TN1,2208012,_220801240_VL,-11.9,-4.4,64,-6.6
_221077669_VL_TN1,2210776,_221077669_VL,12.3,-1.9,96,-8.4
_221170390_VL_TN1,2211703,_221170390_VL,0.6,-1.4,91.5,-24.2
_221194985_VL_TN1,2211949,_221194985_VL,0,0,94,-27.5
_221466261_VL_TN1,2214662,_221466261_VL,0,0,63.3,-5.5
_222784395_VL_TN1,2227843,_222784395_VL,0,0,65.8,-12.9
_223433400_VL_TN2,2234334,_223433400_VL,-0.8,-0.4,95.4,-7.8
_223433400_VL_TN1,2234334,_223433400_VL,1.6,-2.1,95.8,-8.2
_224314839_VL_TN1,2243148,_224314839_VL,-44.5,-11.8,63,-25.7
_224593368_VL_TN1,2245933,_224593368_VL,-8.6,-4.2,64.7,-0.1
_224650750_VL_TN1,2246507,_224650750_VL,0,0,237.7,-6.4
_224959879_VL_TN2,2249598,_224959879_VL,-35,-17.3,64,-7.4
_225139833_VL_TN1,2251398,_225139833_VL,0,0,64,-20.3
_225987760_VL_TN1,2259877,_225987760_VL,-0.4,0.7,94.2,-9.5
_227514566_VL_TN1,2275145,_227514566_VL,0,0,230.3,-4
_227614457_VL_TN1,2276144,_227614457_VL,-3,-1,64.6,-10
_227630974_VL_TN1,2276309,_227630974_VL,-21.8,-4.5,63.8,-23
_227652413_VL_TN1,2276524,_227652413_VL,0,0,236.6,-4.2
_227823896_VL_TN1,2278238,_227823896_VL,-7.9,-0.8,63.4,-9.4
_228088389_VL_TN1,2280883,_228088389_VL,-5.4,-2.4,43.1,-0.7
_22813048_VL_TN4,2281304,_22813048_VL,1257.6,18.9,412.9,2.5
_22813048_VL_TN3,2281304,_22813048_VL,1229.5,34.2,413.2,2.4
_22813048_VL_TN2,2281304,_22813048_VL,1087.4,84.6,414.4,1.9
_22813048_VL_TN1,2281304,_22813048_VL,-14.6,-11.3,411.4,-1.6
_228481050_VL_TN2,2284810,_228481050_VL,0.2,0.2,63.4,-11.3
_228488400_VL_TN1,2284884,_228488400_VL,0,0,91.8,-17.9
_228737405_VL_TN1,2287374,_228737405_VL,-1.7,-3.5,64.5,-5.5
_229053447_VL_TN2,2290534,_229053447_VL,21.7,-1.2,62.2,-16.6
_229201479_VL_TN1,2292014,_229201479_VL,-33.5,-11.9,63.7,-20.8
_229747657_VL_TN1,2297476,_229747657_VL,0,0,65.1,-20.5
_230160991_VL_TN1,2301609,_230160991_VL,-10.9,-3.6,63.1,-22.6
_231373944_VL_TN1,2313739,_231373944_VL,-9.9,2,64,-16
_231547740_VL_TN1,2315477,_231547740_VL,-15.9,3.9,63,0.3
_231630506_VL_TN1,2316305,_231630506_VL,0,0,62.8,-21.6
_232329625_VL_TN1,2323296,_232329625_VL,0,0,62.9,-25.7
_232908448_VL_TN1,2329084,_232908448_VL,-14.9,-5.4,236.3,-20.8
_232942938_VL_TN1,2329429,_232942938_VL,0,0,94.3,-12.2
_232960291_VL_TN1,2329602,_232960291_VL,0,0,64.3,-5.2
_233302415_VL_TN1,2333024,_233302415_VL,-31.5,-3.4,95.6,-9.7
_233809760_VL_TN1,2338097,_233809760_VL,-28.1,4.2,92.7,-7.7
_234264309_VL_TN1,2342643,_234264309_VL,0,0,63.4,-12.7
_234402068_VL_TN1,2344020,_234402068_VL,-1.1,3.6,63.6,-11.4
_235063026_VL_TN1,2350630,_235063026_VL,-8.9,-1.1,62.7,-13
_235354023_VL_TN1,2353540,_235354023_VL,1273.1,-90.5,409.5,-2.2
_235516181_VL_TN1,2355161,_235516181_VL,0,0,62.6,4.4
_235682551_VL_TN1,2356825,_235682551_VL,0,0,63.6,-5.6
_235712525_VL_TN1,2357125,_235712525_VL,0,0,65.8,-17.8
_236449775_VL_TN1,2364497,_236449775_VL,0,0,62.9,-9.4
_236692006_VL_TN1,2366920,_236692006_VL,0,0,89.6,-21.4
_237416271_VL_TN1,2374162,_237416271_VL,-23.5,-10.5,63.4,-9.4
_237766315_VL_TN1,2377663,_237766315_VL,0,0,235.2,-9.7
_237921972_VL_TN1,2379219,_237921972_VL,0,0,63.7,-8.9
_238040633_VL_TN1,2380406,_238040633_VL,0,56,20.4,-9.5
_238130454_VL_TN1,2381304,_238130454_VL,0,0,65.2,2.3
_238763809_VL_TN1,2387638,_238763809_VL,0,0,149,-3.2
_239116555_VL_TN1,2391165,_239116555_VL,-8.8,-3,63.7,-24.7
_239131136_VL_TN2,2391311,_239131136_VL,0,0,66.6,-3
_239802102_VL_TN1,2398021,_239802102_VL,-7.4,0.2,63.8,-11.2
_240335598_VL_TN1,2403355,_240335598_VL,6.3,-0.1,62.9,2.7
_240618184_VL_TN1,2406181,_240618184_VL,0,0,63.2,-22.4
_240957169_VL_TN1,2409571,_240957169_VL,-25.1,-6,62.3,-13.6
_241306962_VL_TN1,2413069,_241306962_VL,-10.3,2.4,64.1,-11
_24145284_VL_TN1,2414528,_24145284_VL,0,0,65.6,-3.8
_241666134_VL_TN1,2416661,_241666134_VL,-6,-3.8,65.6,0.4
_24210097_VL_TN1,2421009,_24210097_VL,-6,-2.2,61.6,-37
_24223045_VL_TN1,2422304,_24223045_VL,-37.1,-8.1,92.1,-22.7
_242542809_VL_TN1,2425428,_242542809_VL,0,0,63.3,-18.2
_242947591_VL_TN1,2429475,_242947591_VL,0,0,67.9,-1.7
_243009020_VL_TN3,2430090,_243009020_VL,0,0,64.7,-13.7
_243009020_VL_TN2,2430090,_243009020_VL,-2.6,0.2,62.3,-15.6
_243059450_VL_TN1,2430594,_243059450_VL,0,0,91.4,-15.4
_243219629_VL_TN1,2432196,_243219629_VL,0,0,95.6,-8.9
_244996707_VL_TN1,2449967,_244996707_VL,-14.3,-2.6,92.2,-18.2
_245644010_VL_TN2,2456440,_245644010_VL,-16.4,-4.8,62.8,-12.8
_245644010_VL_TN1,2456440,_245644010_VL,-7.1,3.4,62.8,-12.7
_246021362_VL_TN1,2460213,_246021362_VL,0,0,154.2,-18
_246575836_VL_TN2,2465758,_246575836_VL,-29.2,-9.5,64.7,-10
_246605321_VL_TN1,2466053,_246605321_VL,0,0,94.7,-12.4
_246976977_VL_TN2,2469769,_246976977_VL,-43.1,-4.3,95.3,-8.4
_247053400_VL_TN2,2470534,_247053400_VL,0,0,236.7,-4
_247418023_VL_TN1,2474180,_247418023_VL,0,0,66.3,-10.9
_247534992_VL_TN1,2475349,_247534992_VL,9.1,1,64.9,-17.7
_24784926_VL_TN2,2478492,_24784926_VL,0,0,237.3,-15.2
_248232649_VL_TN1,2482326,_248232649_VL,-0.6,0,65,-4.3
_248339182_VL_TN1,2483391,_248339182_VL,0,0,63.9,-13.8
_248424706_VL_TN1,2484247,_248424706_VL,0,0,63.1,-7.9
_248444970_VL_TN1,2484449,_248444970_VL,0,0,65.2,-20.1
_248484205_VL_TN1,2484842,_248484205_VL,-10.4,10.1,240.7,-9.3
_248666813_VL_TN1,2486668,_248666813_VL,0,0,94.1,-14.6
_249253823_VL_TN1,2492538,_249253823_VL,0,0,64,-20.8
_249293508_VL_TN1,2492935,_249293508_VL,0,0,407.8,-9.8
_250232488_VL_TN1,2502324,_250232488_VL,-26.5,-2.6,64.8,-22.2
_250341126_VL_TN1,2503411,_250341126_VL,0,0,64.3,-18.4
_250542275_VL_TN1,2505422,_250542275_VL,0,0,64.2,-20.2
_251049435_VL_TN2,2510494,_251049435_VL,-27.5,-8.5,65.3,-20.4
_25260774_VL_TN1,2526077,_25260774_VL,0,0,64.1,-21.5
_252742555_VL_TN1,2527425,_252742555_VL,-2.3,-0.1,64.3,-11.3
_25316398_VL_TN1,2531639,_25316398_VL,-3.7,-2.2,63.2,-0.4
_253327047_VL_TN1,2533270,_253327047_VL,-0.7,0,63.9,-21.2
_253547898_VL_TN1,2535478,_253547898_VL,-15.9,-2.3,64.1,-5.3
_253822667_VL_TN1,2538226,_253822667_VL,0,0,91.8,-24.2
_254057136_VL_TN1,2540571,_254057136_VL,0,0,64.5,-20.1
_255285063_VL_TN1,2552850,_255285063_VL,0,0,64.6,-13.8
_255673002_VL_TN2,2556730,_255673002_VL,-29.7,-10.7,64,-22.6
_255720412_VL_TN1,2557204,_255720412_VL,-15.7,0.9,63.5,-15.4
_256026338_VL_TN1,2560263,_256026338_VL,0,0,404.5,-9.5
_256095834_VL_TN1,2560958,_256095834_VL,0,0,237.3,-17.1
_256444687_VL_TN1,2564446,_256444687_VL,-6.3,-1.1,64.4,-17.3
_256577176_VL_TN1,2565771,_256577176_VL,-14.7,-3.6,63.2,-22.7
_256819109_VL_TN1,2568191,_256819109_VL,0,-0.4,63.6,-5.6
_257018440_VL_TN1,2570184,_257018440_VL,-9,-3,94.1,-20.7
_257078058_VL_TN1,2570780,_257078058_VL,-12.7,-1.4,91.2,-23.9
_257365828_VL_TN1,2573658,_257365828_VL,0,0,238.9,-10.9
_257378421_VL_TN1,2573784,_257378421_VL,-9.6,3.6,63.1,-34.1
_257481219_VL_TN1,2574812,_257481219_VL,7.3,0.7,237.1,-11.3
_258241432_VL_TN1,2582414,_258241432_VL,0,0,92.3,-10.5
_258720655_VL_TN1,2587206,_258720655_VL,0,0,63.6,-7.4
_258871520_VL_TN1,2588715,_258871520_VL,0.1,0.7,64.3,-16.6
_259146072_VL_TN1,2591460,_259146072_VL,0,0,66,-11.7
_259406610_VL_TN4,2594066,_259406610_VL,0,0,405,0
_259419911_VL_TN1,2594199,_259419911_VL,0,0,94.1,-29.2
_259708183_VL_TN1,2597081,_259708183_VL,-0.8,3.3,63.9,-8.1
_260333066_VL_TN1,2603330,_260333066_VL,-15.8,-5.7,90.7,-18.8
_260807895_VL_TN1,2608078,_260807895_VL,0,0,237.1,-12.5
_260908260_VL_TN1,2609082,_260908260_VL,0,0,402,-20.9
_261263288_VL_TN1,2612632,_261263288_VL,-3,-1.2,64.8,-22.2
_261357064_VL_TN1,2613570,_261357064_VL,-23.7,-2,61.9,-27.6
_261451330_VL_TN1,2614513,_261451330_VL,0,0,234.5,-18.6
_262287916_VL_TN1,2622879,_262287916_VL,0,0,63.4,-5.9
_262638194_VL_TN4,2626381,_262638194_VL,0,0,406.7,-6.9
_262638194_VL_TN1,2626381,_262638194_VL,0,0,406.8,-7.1
_262685202_VL_TN1,2626852,_262685202_VL,-7.1,2.2,64.9,-8.9
_263214961_VL_TN1,2632149,_263214961_VL,0,0,236.5,-9.9
_263543929_VL_TN1,2635439,_263543929_VL,0,0,63.5,-7.3
_263774176_VL_TN2,2637741,_263774176_VL,-15,-5.1,66.2,-12
_263774176_VL_TN1,2637741,_263774176_VL,-4.7,-0.3,63.3,-10.7
_263948032_VL_TN1,2639480,_263948032_VL,0,0,228.9,-2.8
_264203721_VL_TN1,2642037,_264203721_VL,-11.4,-6.3,62.6,-7.7
_264244012_VL_TN2,2642440,_264244012_VL,0,0,62.9,-27.5
_264313046_VL_TN1,2643130,_264313046_VL,0,0,63.4,-9.4
_265227138_VL_TN1,2652271,_265227138_VL,0,0,238.5,-3
_265256002_VL_TN2,2652560,_265256002_VL,12.4,-7.6,408.8,-4.9
_265637850_VL_TN1,2656378,_265637850_VL,-13.4,-0.2,64.8,-19
_266130620_VL_TN1,2661306,_266130620_VL,0,0,235.2,-25.9
_268360755_VL_TN1,2683607,_268360755_VL,0,0,237,-0.7
_268695959_VL_TN1,2686959,_268695959_VL,-47.1,-18.1,239.2,-11.9
_269289844_VL_TN1,2692898,_269289844_VL,-13.8,-0.3,64,-7.3
_26945516_VL_TN1,2694551,_26945516_VL,-4.4,3,64.9,-16.8
_269464391_VL_TN1,2694643,_269464391_VL,0,0,64.2,-16.2
_271613414_VL_TN2,2716134,_271613414_VL,0,0,237.8,-8.2
_272138625_VL_TN1,2721386,_272138625_VL,-7.6,1.9,93.3,-18
_272250305_VL_TN1,2722503,_272250305_VL,0,0,236.2,-13.3
_273223252_VL_TN1,2732232,_273223252_VL,0,0,64.7,-20.6
_27373592_VL_TN1,2737359,_27373592_VL,-7.3,-2.1,64.1,-7.4
_273788398_VL_TN1,2737883,_273788398_VL,0,0,402.5,-11.6
_273891341_VL_TN1,2738913,_273891341_VL,0,0,239.3,-1.9
_274480821_VL_TN2,2744808,_274480821_VL,0,0,238.6,-15.5
_274627084_VL_TN1,2746270,_274627084_VL,-18.8,-4.4,92.5,-24
_274865759_VL_TN1,2748657,_274865759_VL,0,0,67.2,-2
_275049433_VL_TN1,2750494,_275049433_VL,-22.4,-9.3,239,-6.4
_275550488_VL_TN1,2755504,_275550488_VL,-12.5,1,61.9,-30.1
_275870965_VL_TN1,2758709,_275870965_VL,0,0,64.8,-0.3
_276472945_VL_TN3,2764729,_276472945_VL,0,0,234,-6.8
_276472945_VL_TN1,2764729,_276472945_VL,0,0,236.8,-5.6
_276581037_VL_TN1,2765810,_276581037_VL,-6,1.7,66.2,0.6
_276612056_VL_TN1,2766120,_276612056_VL,0,0,64.3,-7.8
_276775029_VL_TN1,2767750,_276775029_VL,-22.4,-4.7,63.1,-12.1
_277407193_VL_TN1,2774071,_277407193_VL,-14.4,-5.1,90.6,-24.6
_277656622_VL_TN1,2776566,_277656622_VL,0,0,64.1,-8.4
_27771160_VL_TN1,2777116,_27771160_VL,-28,-6.6,63.7,-11.5
_277752760_VL_TN1,2777527,_277752760_VL,0,0,63.5,-7.5
_277756508_VL_TN1,2777565,_277756508_VL,0,0,65.1,-1.5
_278154262_VL_TN3,2781542,_278154262_VL,-30.4,-12.3,239.2,-12.6
_278154262_VL_TN2,2781542,_278154262_VL,-43.4,-18.7,239.2,-12.6
_278154262_VL_TN1,2781542,_278154262_VL,-16.4,-2.2,239.2,-12.6
_278155067_VL_TN1,2781550,_278155067_VL,-16.2,-3.7,94.5,-12.3
_278156720_VL_TN2,2781567,_278156720_VL,0,0,241.8,0.5
_278628372_VL_TN1,2786283,_278628372_VL,0,0,63.7,-1.7
_27890604_VL_TN1,2789060,_27890604_VL,-26.8,-12.2,92.8,-27.1
_279118729_VL_TN2,2791187,_279118729_VL,-2,-2,64.1,-8.1
_279118729_VL_TN1,2791187,_279118729_VL,0,0,64.2,-8.1
_279757251_VL_TN1,2797572,_279757251_VL,-10.9,-3.6,95.6,-9.2
_280120552_VL_TN1,2801205,_280120552_VL,-15.1,-3.7,63.1,-5
_280559009_VL_TN1,2805590,_280559009_VL,0,0,89.6,-22.2
_280581519_VL_TN1,2805815,_280581519_VL,0,0,61.6,-15.4
_281482011_VL_TN1,2814820,_281482011_VL,0,0,91.8,-17.9
_282761922_VL_TN1,2827619,_282761922_VL,-1.3,-0.4,64.9,-4.6
_282889813_VL_TN1,2828898,_282889813_VL,0,0,62.3,-14.6
_282925735_VL_TN1,2829257,_282925735_VL,-30.2,-13.2,63,-7.4
_282996988_VL_TN1,2829969,_282996988_VL,0,0,64.3,-8
_283116133_VL_TN1,2831161,_283116133_VL,-2.9,-2,64.4,-10.9
_283768675_VL_TN1,2837686,_283768675_VL,-0.8,-1.2,65.6,-9.3
_284068778_VL_TN1,2840687,_284068778_VL,0,0,64.2,-23.5
_284386285_VL_TN2,2843862,_284386285_VL,-9,2.1,63.4,-3.9
_284386285_VL_TN1,2843862,_284386285_VL,-22.2,-4.5,63.7,-4.3
_284689245_VL_TN1,2846892,_284689245_VL,0,0,63.5,-7.3
_285242939_VL_TN1,2852429,_285242939_VL,0,0,63.9,-1.4
_285465434_VL_TN1,2854654,_285465434_VL,0,0,95.7,-7.6
_286022312_VL_TN1,2860223,_286022312_VL,-18.1,-5.9,91.3,-11.4
_286038670_VL_TN1,2860386,_286038670_VL,0,0,239.2,-11.8
_286722344_VL_TN1,2867223,_286722344_VL,-20.8,0.6,64.6,-20.6
_286766802_VL_TN3,2867668,_286766802_VL,0,0,62.2,-16.3
_286766802_VL_TN1,2867668,_286766802_VL,0,0,62.3,-15.5
_286810196_VL_TN1,2868101,_286810196_VL,-1.5,-1.6,62.8,-10.1
_286896004_VL_TN1,2868960,_286896004_VL,-21.4,-3.6,64.2,-13.6
_287113087_VL_TN1,2871130,_287113087_VL,-23.7,-4.1,63.7,-15
_288212364_VL_TN1,2882123,_288212364_VL,0,0,62.9,-9.4
_288276970_VL_TN1,2882769,_288276970_VL,0,-0.1,64.7,-10.2
_289144979_VL_TN1,2891449,_289144979_VL,0,0,226.6,-4.1
_289631123_VL_TN1,2896311,_289631123_VL,0,0,239.8,-10.2
_289857161_VL_TN1,2898571,_289857161_VL,0,0,64.1,-7
_289896551_VL_TN2,2898965,_289896551_VL,-17,-22.2,63.8,-8.4
_289896551_VL_TN1,2898965,_289896551_VL,0,-1.3,63.9,-8.4
_291247446_VL_TN1,2912474,_291247446_VL,-0.1,-2,65.2,-22.7
_291291854_VL_TN1,2912918,_291291854_VL,0,0,64.7,-22.2
_292727346_VL_TN1,2927273,_292727346_VL,0,0,238.3,-12.5
_292775464_VL_TN4,2927754,_292775464_VL,160.3,55.6,18.7,4.2
_292775464_VL_TN3,2927754,_292775464_VL,153.1,5.7,16,7.1
_292775464_VL_TN2,2927754,_292775464_VL,157.3,54.7,18.7,4.1
_292775464_VL_TN1,2927754,_292775464_VL,153.1,5.8,16,7.1
_293018974_VL_TN1,2930189,_293018974_VL,-50.5,-31.3,238,-5.5
_293435431_VL_TN1,2934354,_293435431_VL,0,0,64.7,-17.6
_293795931_VL_TN3,2937959,_293795931_VL,0,0,237,-7.7
_293795931_VL_TN1,2937959,_293795931_VL,0,0,237.7,-6.3
_293993771_VL_TN1,2939937,_293993771_VL,1,0,65.1,-15.7
_294179127_VL_TN1,2941791,_294179127_VL,-11.9,0.5,93,-13.7
_294791063_VL_TN1,2947910,_294791063_VL,0,0,405.1,-12
_295043228_VL_TN1,2950432,_295043228_VL,-5.6,0.4,93,-23.6
_295281837_VL_TN1,2952818,_295281837_VL,0,0,239.4,-11.7
_295463092_VL_TN1,2954630,_295463092_VL,0,0,68.4,-2
_296032470_VL_TN1,2960324,_296032470_VL,-27.5,-10,240.7,2.8
_296057429_VL_TN3,2960574,_296057429_VL,0,0,404.2,1.7
_296626079_VL_TN1,2966260,_296626079_VL,-7.8,-12.1,92.4,-7
_29707831_VL_TN1,2970783,_29707831_VL,-6,-1.2,65.3,-12.6
_297182215_VL_TN1,2971822,_297182215_VL,0,0.1,62.5,-11.3
_297540936_VL_TN1,2975409,_297540936_VL,-14,-1.9,64.7,-21.1
_297587477_VL_TN1,2975874,_297587477_VL,-1.8,-1.2,64.8,-23.2
_299313319_VL_TN2,2993133,_299313319_VL,-9.2,-3.4,63.8,-1.2
_299313319_VL_TN1,2993133,_299313319_VL,-5,0.8,63.9,-1.4
_299619734_VL_TN1,2996197,_299619734_VL,-14.2,-9.5,63.4,-0.8
_29968841_VL_TN1,2996884,_29968841_VL,-3.4,-1.1,91.1,-25.1
_300011259_VL_TN1,3000112,_300011259_VL,0,0,93.6,-13.5
_300050993_VL_TN1,3000509,_300050993_VL,-73,-25.5,63.1,-9.2
_300122318_VL_TN1,3001223,_300122318_VL,-5,-0.1,63.7,0.6
_300157391_VL_TN1,3001573,_300157391_VL,0,0,410.2,-2.7
_300193665_VL_TN1,3001936,_300193665_VL,-4.8,-2.1,61.9,-31.1
_300690429_VL_TN1,3006904,_300690429_VL,-5.1,-11.8,63.2,-14.5
_300810699_VL_TN1,3008106,_300810699_VL,-5.7,3.2,64.9,-17.8
_301424622_VL_TN1,3014246,_301424622_VL,-4.2,-2.4,64,-15.1
_301492731_VL_TN1,3014927,_301492731_VL,-5.5,0.8,62.6,-10.2
_301523948_VL_TN1,3015239,_301523948_VL,-7.5,-2.2,63.2,-6.2
_302148129_VL_TN1,3021481,_302148129_VL,-5,-4,94.4,-10.4
_302626173_VL_TN1,3026261,_302626173_VL,-19.6,-18.1,92.1,-9.7
_302741917_VL_TN1,3027419,_302741917_VL,-27.5,-3.2,65.3,-11
_302806562_VL_TN1,3028065,_302806562_VL,-11.3,-4.3,63.5,-5.7
_303039274_VL_TN1,3030392,_303039274_VL,-6.2,-3.3,63.2,-2.8
_303271294_VL_TN1,3032712,_303271294_VL,-38.4,-8.5,62.3,-28.7
_303704642_VL_TN1,3037046,_303704642_VL,0,0,91.4,-15.4
_304120736_VL_TN1,3041207,_304120736_VL,-2,0.8,64,-6.6
_304821748_VL_TN1,3048217,_304821748_VL,0,0,64.4,-21.1
_304910487_VL_TN1,3049104,_304910487_VL,-1,0,65.8,-12.1
_305556695_VL_TN1,3055566,_305556695_VL,-15.5,-7.2,62.2,-34.7
