TopologicalNode rdfid,Substation name,Substation rdfid,Active injection (MW),Reactive injection (Mvar),Voltage (kV),Phase (degrees)
_624111535_VL_TN1,6241115,_624111535_VL,0,0,402.9,-16.8
_624296264_VL_TN1,6242962,_624296264_VL,0,0,63.9,-8.4
_625607489_VL_TN1,6256074,_625607489_VL,-6,-4.1,64.1,-10.1
_626063208_VL_TN1,6260632,_626063208_VL,0,0,160.5,-0.4
_627759362_VL_TN1,6277593,_627759362_VL,-7.9,-0.9,63.8,-0.3
_627779203_VL_TN1,6277792,_627779203_VL,-50.9,-1.9,240.2,-8.8
_627963667_VL_TN1,6279636,_627963667_VL,-56,-22.4,238.1,-0.9
_628026390_VL_TN1,6280263,_628026390_VL,-19.9,-1,63.1,-30.7
_628253331_VL_TN1,6282533,_628253331_VL,-4.1,29.7,93.9,-12.1
_628412302_VL_TN1,6284123,_628412302_VL,0.2,-3.7,160.5,-0.4
_628796580_VL_TN1,6287965,_628796580_VL,-11.9,-3.4,64.1,-31.4
_629338785_VL_TN1,6293387,_629338785_VL,-5,-2.1,93.7,-11.6
_629455808_VL_TN1,6294558,_629455808_VL,-15,-8.9,63.4,-0.6
_62946312_VL_TN1,6294631,_62946312_VL,0,0,400.4,-10.9
_629533073_VL_TN1,6295330,_629533073_VL,-1,-0.8,92.9,-11.8
_630372493_VL_TN1,6303724,_630372493_VL,0,0,238.5,-2.1
_630465541_VL_TN1,6304655,_630465541_VL,0,0,64.5,-20.1
_63053417_VL_TN2,6305341,_63053417_VL,-5,-1.1,63.9,4.2
_63053417_VL_TN1,6305341,_63053417_VL,-12,-5.1,63.9,4.1
_630732700_VL_TN1,6307327,_630732700_VL,-7.9,-3.1,61.1,-32.8
_631149700_VL_TN1,6311497,_631149700_VL,-27.4,-10.9,65.3,-0.2
_631467321_VL_TN1,6314673,_631467321_VL,0,0,67.9,-2
_632174285_VL_TN1,6321742,_632174285_VL,-1,0,63.7,-10.5
_632239442_VL_TN1,6322394,_632239442_VL,-18,-11.2,63.5,-6.1
_632614254_VL_TN1,6326142,_632614254_VL,0,0,92.1,-16
_633190808_VL_TN1,6331908,_633190808_VL,-0.6,0.2,63.6,-0.9
_633576442_VL_TN1,6335764,_633576442_VL,0,-0.1,64.8,-20.9
_634011856_VL_TN2,6340118,_634011856_VL,0,0,233.3,-2.2
_634044656_VL_TN2,6340446,_634044656_VL,-1.2,-1.6,63.5,-12.8
_634509496_VL_TN1,6345094,_634509496_VL,0,0,92.9,-23.5
_634777009_VL_TN1,6347770,_634777009_VL,-10,-4.1,92.2,-17.5
_634822852_VL_TN1,6348228,_634822852_VL,0,0,64.7,-6.7
_634847214_VL_TN1,6348472,_634847214_VL,0,0,63.6,-9.7
_635391703_VL_TN1,6353917,_635391703_VL,-7.8,2.1,239.7,-7.9
_635575775_VL_TN1,6355757,_635575775_VL,-67.6,-35,92.6,-9.6
_635782423_VL_TN1,6357824,_635782423_VL,-74.1,-19.3,241.2,-13.6
_635894713_VL_TN1,6358947,_635894713_VL,-10.7,-1.4,62.2,-9.4
_636487533_VL_TN1,6364875,_636487533_VL,-8,0,92.5,-16.7
_636794203_VL_TN1,6367942,_636794203_VL,0,0,94.5,-9.1
_636799937_VL_TN1,6367999,_636799937_VL,-29.2,-8.4,63.8,-22.7
_636946933_VL_TN1,6369469,_636946933_VL,-2,0,63.2,-31.5
_637298897_VL_TN1,6372988,_637298897_VL,-4,1.9,64.3,-19.6
_637455752_VL_TN1,6374557,_637455752_VL,-1.4,0,64.3,-18.6
_637526310_VL_TN1,6375263,_637526310_VL,0,0,91.1,-22.6
_637554986_VL_TN1,6375549,_637554986_VL,0,0,238.5,-15.8
_638028818_VL_TN1,6380288,_638028818_VL,0,0.9,64,-22.6
_638329978_VL_TN1,6383299,_638329978_VL,-26.7,-0.5,63.9,-4.8
_639006576_VL_TN2,6390065,_639006576_VL,0,0,406.2,-16.9
_639006576_VL_TN1,6390065,_639006576_VL,0,0,406.5,-16.9
_639114846_VL_TN1,6391148,_639114846_VL,-29.1,-8.8,62.5,-23.5
_639766261_VL_TN1,6397662,_639766261_VL,0,0,238.8,-4.4
_640007278_VL_TN1,6400072,_640007278_VL,-11.9,-3.7,64.7,-4.6
_640616245_VL_TN2,6406162,_640616245_VL,0,0,68.9,-8.8
_640616245_VL_TN1,6406162,_640616245_VL,0,0,68.9,-8.8
_640768171_VL_TN1,6407681,_640768171_VL,0,0,64.1,-14.9
_641716910_VL_TN1,6417169,_641716910_VL,0,0,62.8,-20.9
_642127258_VL_TN1,6421272,_642127258_VL,-15.8,-1.4,93.4,-12.6
_642238900_VL_TN1,6422389,_642238900_VL,-1,-1.1,63.6,-22.7
_642527524_VL_TN1,6425275,_642527524_VL,-15,-10.1,93.1,-7.3
_643599292_VL_TN1,6435992,_643599292_VL,-14.3,-5,64.1,-8.4
_643622254_VL_TN1,6436222,_643622254_VL,0,-0.7,239.2,-11.9
_643761098_VL_TN1,6437610,_643761098_VL,-29.9,-4.2,236.4,-13.6
_643926853_VL_TN1,6439268,_643926853_VL,-27.7,-5,21.1,-15.2
_64433213_VL_TN1,6443321,_64433213_VL,-19.9,0.9,63.1,-15.5
_645244524_VL_TN1,6452445,_645244524_VL,-21.6,-4.3,92.5,-11.9
_646246092_VL_TN1,6462460,_646246092_VL,-17.1,-5.6,64.6,-5.4
_646279134_VL_TN1,6462791,_646279134_VL,0,0,63.3,-13.1
_646511890_VL_TN1,6465118,_646511890_VL,-38.2,-4.9,64.3,-15.2
_646644526_VL_TN1,6466445,_646644526_VL,0,0,63.7,-33.1
_647151206_VL_TN1,6471512,_647151206_VL,-9.8,1.5,64.9,-9.1
_647216193_VL_TN1,6472161,_647216193_VL,0,0,94.7,-8.3
_647572298_VL_TN1,6475722,_647572298_VL,0,0,239.5,-12.1
_647810907_VL_TN1,6478109,_647810907_VL,-22.8,-1.3,62.5,-29.7
_64816911_VL_TN1,6481691,_64816911_VL,-1.4,-2.2,94.4,-7.5
_648199373_VL_TN1,6481993,_648199373_VL,-24.3,-3.5,63.4,-28.1
_648215303_VL_TN1,6482153,_648215303_VL,0,0,407.3,-6.8
_649344387_VL_TN1,6493443,_649344387_VL,-14.9,-8.7,61,-26.7
_649443446_VL_TN1,6494434,_649443446_VL,0,0,62.5,-32
_649593300_VL_TN1,6495933,_649593300_VL,0.4,0.6,63.5,0.5
_650239399_VL_TN2,6502393,_650239399_VL,-0.6,-0.8,63.8,-13
_650239399_VL_TN1,6502393,_650239399_VL,-9.6,-6.8,63.8,-13
_650906786_VL_TN1,6509067,_650906786_VL,-2.2,0.7,90.7,-21.9
_650935581_VL_TN2,6509355,_650935581_VL,0,0,93.2,-23.5
_650935581_VL_TN1,6509355,_650935581_VL,-14,-5.2,93.2,-23.5
_651351821_VL_TN1,6513518,_651351821_VL,0,0,241.7,-10.2
_65145211_VL_TN1,6514521,_65145211_VL,-15.7,-3.1,63.7,-14.6
_651461041_VL_TN1,6514610,_651461041_VL,-18.4,-3.3,91.1,-24.2
_651722493_VL_TN1,6517224,_651722493_VL,0,0,66.4,-1.9
_651999048_VL_TN1,6519990,_651999048_VL,-30.2,-4,64.4,-4.4
_6519991_VL_TN1,6519991,_6519991_VL,-7.1,-2.2,91.2,-18.9
_652054319_VL_TN4,6520543,_652054319_VL,26.5,17.6,21.7,-1
_652054319_VL_TN3,6520543,_652054319_VL,28.7,5.2,21.9,6.2
_652054319_VL_TN2,6520543,_652054319_VL,24.8,-1.1,21.5,5.6
_652054319_VL_TN1,6520543,_652054319_VL,24.8,10.4,22.3,5.4
_652140637_VL_TN2,6521406,_652140637_VL,0,0,238.6,-16.7
_652926101_VL_TN1,6529261,_652926101_VL,0,0,64,-13.2
_652947080_VL_TN1,6529470,_652947080_VL,0,0,68.9,-2.1
_653228442_VL_TN1,6532284,_653228442_VL,-19.3,-1.9,63.2,-28.5
_653292738_VL_TN1,6532927,_653292738_VL,0.5,33.1,64.1,-23.8
_653472381_VL_TN1,6534723,_653472381_VL,-21,-9,90.3,-19.3
_653732811_VL_TN1,6537328,_653732811_VL,-8.4,-0.5,94.8,-12.8
_653836542_VL_TN1,6538365,_653836542_VL,-7.2,-18.3,64.3,-8.2
_654219935_VL_TN1,6542199,_654219935_VL,-10,-3.1,94.5,-15.2
_654568961_VL_TN1,6545689,_654568961_VL,-12.9,-2.3,94.3,-10.9
_655419397_VL_TN1,6554193,_655419397_VL,-7.1,0.8,64.4,-19
_655540554_VL_TN2,6555405,_655540554_VL,0,0,62.7,-15.9
_655803383_VL_TN1,6558033,_655803383_VL,0,0,239.1,-13.2
_65590810_VL_TN3,6559081,_65590810_VL,0,0,234.2,-1.9
_65590810_VL_TN2,6559081,_65590810_VL,0,0,234.2,-1.9
_65590810_VL_TN1,6559081,_65590810_VL,0,0,234.2,-1.9
_656439658_VL_TN1,6564396,_656439658_VL,0,0,64.8,-15.3
_65648687_VL_TN1,6564868,_65648687_VL,0,0,63.8,-22.6
_656716064_VL_TN1,6567160,_656716064_VL,-4,1.4,63.8,-1
_656987080_VL_TN1,6569870,_656987080_VL,0,0,399.5,-13.9
_657132994_VL_TN1,6571329,_657132994_VL,-22.3,-6.6,93.1,-17.1
_657205342_VL_TN1,6572053,_657205342_VL,-13.1,5.8,237,-4.4
_657670772_VL_TN1,6576707,_657670772_VL,0,0,89.4,-15.3
_657893620_VL_TN1,6578936,_657893620_VL,0,0,402,-12.6
_658570093_VL_TN1,6585700,_658570093_VL,-36.2,-10.5,94.7,-8.1
_65879936_VL_TN1,6587993,_65879936_VL,-3.3,-28.3,63.1,-3.7
_659005541_VL_TN1,6590055,_659005541_VL,0,0,66,-20
_659060339_VL_TN1,6590603,_659060339_VL,-1.5,2.8,63.9,-11.3
_659093345_VL_TN1,6590933,_659093345_VL,-30,-13.2,92.6,-19.6
_65909557_VL_TN1,6590955,_65909557_VL,2.4,-6.6,63.6,-4.9
_659604263_VL_TN1,6596042,_659604263_VL,-24,-5.5,239.6,-9.4
_659748399_VL_TN1,6597483,_659748399_VL,-9,-5.8,63.4,-8.9
_659933973_VL_TN1,6599339,_659933973_VL,-28.4,-14.7,65.3,-6.9
_660334217_VL_TN1,6603342,_660334217_VL,-8.7,-9,92.8,-15.8
_660981395_VL_TN1,6609813,_660981395_VL,0,0,64.3,-0.7
_661037744_VL_TN1,6610377,_661037744_VL,0,0,64.8,-0.3
_661438777_VL_TN1,6614387,_661438777_VL,0,0,62.3,-13.8
_661828398_VL_TN6,6618283,_661828398_VL,0,0,21.2,-2.1
_661828398_VL_TN5,6618283,_661828398_VL,26.9,2,21.3,0.4
_661828398_VL_TN4,6618283,_661828398_VL,22.4,-2.7,21.1,0
_661828398_VL_TN3,6618283,_661828398_VL,23.9,6.4,21.4,0.1
_661828398_VL_TN2,6618283,_661828398_VL,26.8,7,21.4,0.4
_661828398_VL_TN1,6618283,_661828398_VL,0,0,21.2,-2.1
_662130374_VL_TN1,6621303,_662130374_VL,-6.3,-3,63.3,-5.4
_662323491_VL_TN1,6623234,_662323491_VL,-15.8,-7.5,64.7,-17.4
_663165741_VL_TN2,6631657,_663165741_VL,-8.6,-3.7,93.3,-9.4
_663165741_VL_TN1,6631657,_663165741_VL,-26.5,-12.4,92.7,-9.7
_664306674_VL_TN1,6643066,_664306674_VL,0,0,62.9,-7.6
_664481491_VL_TN1,6644814,_664481491_VL,-40.4,-7.4,65.3,-19.3
_664607420_VL_TN1,6646074,_664607420_VL,0,0,239.1,-12
_664648236_VL_TN1,6646482,_664648236_VL,-3,0,64.7,-0.2
_665399941_VL_TN1,6653999,_665399941_VL,-20.3,-5.1,95,-9.6
_66586383_VL_TN1,6658638,_66586383_VL,-15.9,-2.8,91.2,-25.2
_666327899_VL_TN1,6663278,_666327899_VL,0,0,243.1,-11.5
_667244051_VL_TN2,6672440,_667244051_VL,-0.6,-0.8,237.1,-8.6
_667417965_VL_TN2,6674179,_667417965_VL,0,0,92.8,-11.6
_667417965_VL_TN1,6674179,_667417965_VL,-1.3,-0.8,92.5,-11.7
_667448925_VL_TN1,6674489,_667448925_VL,0,0,236.5,-2.8
_667953707_VL_TN1,6679537,_667953707_VL,-18.1,-5.2,62,-29.3
_668061188_VL_TN1,6680611,_668061188_VL,0,0,231.5,-3.1
_668194873_VL_TN1,6681948,_668194873_VL,0,0,64.3,-14.2
_668255770_VL_TN1,6682557,_668255770_VL,-14.3,-1.9,89.5,-21.5
_668348405_VL_TN1,6683484,_668348405_VL,-13.1,-3.8,63.1,-22.9
_668531519_VL_TN1,6685315,_668531519_VL,-0.1,0,62.6,-11.7
_668559133_VL_TN1,6685591,_668559133_VL,0,0,154.1,-6.3
_668596527_VL_TN1,6685965,_668596527_VL,0,0,91.3,-12.6
_668894765_VL_TN1,6688947,_668894765_VL,-2.9,-0.6,64.3,-20.4
_669682357_VL_TN1,6696823,_669682357_VL,0,0,234.2,-0.6
_669734044_VL_TN1,6697340,_669734044_VL,-25.9,-9.6,90.1,-22.1
_6700005_VL_TN1,6700005,_6700005_VL,-12.7,-2.1,65.6,-4
_670133293_VL_TN1,6701332,_670133293_VL,-6.2,-2.4,65.1,-17
_670303689_VL_TN1,6703036,_670303689_VL,-6.9,-1.2,62.1,-10.2
_670379143_VL_TN2,6703791,_670379143_VL,-15.6,-2.1,93.8,-14.2
_671188212_VL_TN1,6711882,_671188212_VL,-4.6,-0.1,63.8,-13
_671234432_VL_TN1,6712344,_671234432_VL,-25.2,-0.1,237.9,-16.2
_671408433_VL_TN1,6714084,_671408433_VL,0,0,94.2,-9.5
_671684623_VL_TN1,6716846,_671684623_VL,-13,1.2,91.8,-5.5
_671771789_VL_TN1,6717717,_671771789_VL,0,0,61.6,-15.4
_671806122_VL_TN1,6718061,_671806122_VL,-24.4,-3,89.8,-21.3
_672198595_VL_TN1,6721985,_672198595_VL,-7.4,1,65,-7.6
_672362995_VL_TN1,6723629,_672362995_VL,-25.1,-4.9,64.2,-14.5
_672654149_VL_TN1,6726541,_672654149_VL,0,63.8,20,-8.9
_672720704_VL_TN1,6727207,_672720704_VL,0,0,236.6,-14.5
_672798453_VL_TN1,6727984,_672798453_VL,-1.3,-5,47,-6.1
_672943432_VL_TN1,6729434,_672943432_VL,0,0,237.7,-16
_673633679_VL_TN1,6736336,_673633679_VL,-17.4,-7,64.1,-6.3
_674313889_VL_TN2,6743138,_674313889_VL,0,0,408.8,-4.9
_674625390_VL_TN1,6746253,_674625390_VL,0,0,65.7,-18
_674898707_VL_TN1,6748987,_674898707_VL,0,0,156.1,-11.7
_675476750_VL_TN1,6754767,_675476750_VL,-21.5,-5.7,64.3,-23.6
_676271084_VL_TN1,6762710,_676271084_VL,0,0,404.8,-10.2
_677338661_VL_TN1,6773386,_677338661_VL,0,0,160.6,-3.7
_67746007_VL_TN1,6774600,_67746007_VL,-5.6,9.8,235.6,-8.2
_677800631_VL_TN1,6778006,_677800631_VL,0,0,408.8,-14.9
_678121857_VL_TN1,6781218,_678121857_VL,-22.5,-1.3,65,-10.8
_678165205_VL_TN1,6781652,_678165205_VL,-26.1,-7.2,64.8,-5.3
_678255271_VL_TN1,6782552,_678255271_VL,-10.9,-4.7,93.9,-11.3
_678328886_VL_TN1,6783288,_678328886_VL,0,0,240.5,2.5
_678735661_VL_TN1,6787356,_678735661_VL,-8.9,-2.2,63.1,-10.2
_679076745_VL_TN1,6790767,_679076745_VL,-4.6,0.7,64.8,-10.7
_679764195_VL_TN2,6797641,_679764195_VL,-18.1,-1.5,63,-13
_679764195_VL_TN1,6797641,_679764195_VL,-21.9,-9.8,63.3,-13
_679773552_VL_TN1,6797735,_679773552_VL,-37.8,-5.1,239.6,-15.2
_68018694_VL_TN1,6801869,_68018694_VL,-18.5,-6.2,63.8,-2.9
_680610371_VL_TN1,6806103,_680610371_VL,-3,2.8,63.6,-12.8
_681636246_VL_TN1,6816362,_681636246_VL,0,0,156.1,-16.9
_681714834_VL_TN1,6817148,_681714834_VL,-1.2,0.3,64.2,0.5
_681802201_VL_TN1,6818022,_681802201_VL,0,0,237.7,-4
_681821220_VL_TN1,6818212,_681821220_VL,0,0,238.8,-7.5
_682006892_VL_TN1,6820068,_682006892_VL,0,0,21.3,-6.4
_682263572_VL_TN1,6822635,_682263572_VL,0,0,238.7,-11.1
_683222806_VL_TN1,6832228,_683222806_VL,-21.7,-3.9,88.8,-23.3
_683309411_VL_TN1,6833094,_683309411_VL,-16,-4,61.1,-13.6
_684865736_VL_TN1,6848657,_684865736_VL,0,0,65.2,-2.6
_68523465_VL_TN1,6852346,_68523465_VL,-25.4,-1.1,62.7,-22.5
_685527199_VL_TN1,6855271,_685527199_VL,-12.9,-0.4,94.7,-22.7
_686298911_VL_TN1,6862989,_686298911_VL,3,-0.1,64.2,-3.4
_686491224_VL_TN1,6864912,_686491224_VL,0,0,236.3,-14.5
_687613263_VL_TN2,6876132,_687613263_VL,-51.1,-12.8,239,-11.9
_687883942_VL_TN1,6878839,_687883942_VL,-12.9,-2.6,64,-9
_6880992_VL_TN1,6880992,_6880992_VL,0,0,64.3,-23.1
_688546477_VL_TN1,6885464,_688546477_VL,-2.4,3,63.8,-5.1
_688781152_VL_TN1,6887811,_688781152_VL,0,0,64.4,-13.5
_688999334_VL_TN1,6889993,_688999334_VL,-8.6,-1,63.8,-10.8
_689093257_VL_TN1,6890932,_689093257_VL,0,0,63.8,-0.5
_689097005_VL_TN2,6890970,_689097005_VL,-24.8,-13.3,240.3,-10.9
_689097005_VL_TN1,6890970,_689097005_VL,-1.8,-2.1,240.3,-10.9
_689998786_VL_TN1,6899987,_689998786_VL,0,0,63.9,-10.7
_690491517_VL_TN4,6904915,_690491517_VL,19.8,-0.6,21.2,2.3
_690491517_VL_TN3,6904915,_690491517_VL,17.3,-1.2,21.2,2
_690491517_VL_TN2,6904915,_690491517_VL,20.2,1.5,21.3,2.3
_690491517_VL_TN1,6904915,_690491517_VL,20.3,1,21.3,2.3
_690958829_VL_TN1,6909588,_690958829_VL,-1.8,0.7,91.1,-16
_691084822_VL_TN1,6910848,_691084822_VL,0,0,65.1,-10.5
_691268093_VL_TN1,6912680,_691268093_VL,-7.8,-0.8,63.9,-8.2
_691898712_VL_TN1,6918987,_691898712_VL,-12.9,-2.4,62.6,-22.8
_692568438_VL_TN1,6925684,_692568438_VL,-8.8,1.5,63.9,-10.1
_692591380_VL_TN2,6925913,_692591380_VL,-23,-8.9,63.6,-18.6
_692960007_VL_TN1,6929600,_692960007_VL,0,0,63.3,-22.7
_693687676_VL_TN1,6936876,_693687676_VL,103.6,-3.6,236,1.3
_694005982_VL_TN1,6940059,_694005982_VL,0,0,237.8,-8.8
_694431214_VL_TN1,6944312,_694431214_VL,-0.4,0.1,64.9,-14.5
_694500423_VL_TN3,6945004,_694500423_VL,-19,-13.6,65.4,-23.7
_694516391_VL_TN1,6945163,_694516391_VL,-10.4,-7,241.5,0.3
_694567260_VL_TN1,6945672,_694567260_VL,0,0,65.1,-10.5
_694584930_VL_TN1,6945849,_694584930_VL,-10.8,-4.6,93.3,-18.8
_695636612_VL_TN1,6956366,_695636612_VL,-6.9,2,94.1,-8.9
_695860800_VL_TN1,6958608,_695860800_VL,-18.8,6,63.1,-14.7
_695936618_VL_TN2,6959366,_695936618_VL,-9,-2,63,-30.3
_695936618_VL_TN1,6959366,_695936618_VL,-9,-2,63,-30.3
_696093151_VL_TN1,6960931,_696093151_VL,0,0,65.4,-19.7
_696215516_VL_TN1,6962155,_696215516_VL,-39.3,3.3,64.8,-20.9
_696233588_VL_TN1,6962335,_696233588_VL,0,0,63.2,-22.4
_69639124_VL_TN1,6963912,_69639124_VL,-29.7,1.8,91.5,-23.8
_696408422_VL_TN1,6964084,_696408422_VL,-25.8,-5.9,93.5,-9.3
_696600251_VL_TN1,6966002,_696600251_VL,-17.1,-5,63.3,-17
_69687220_VL_TN1,6968722,_69687220_VL,0,0,93.8,-7
_697129830_VL_TN1,6971298,_697129830_VL,0,0,234.1,-13
_697144862_VL_TN2,6971448,_697144862_VL,-24.3,-17.2,239.2,-12.5
_697144862_VL_TN1,6971448,_697144862_VL,-12.3,-11.2,239.2,-12.5
_697390946_VL_TN1,6973909,_697390946_VL,0,0,65,-20.2
_697533438_VL_TN1,6975334,_697533438_VL,-10,-7.5,63.2,-8.5
_697575935_VL_TN1,6975759,_697575935_VL,0,-0.4,92.5,-17.2
_697772421_VL_TN1,6977724,_697772421_VL,-10.6,-1.2,63.8,-2.9
_698465971_VL_TN1,6984659,_698465971_VL,0,0,63.5,-10.7
_698690679_VL_TN1,6986906,_698690679_VL,0,0,64.5,-4.6
_699092094_VL_TN1,6990920,_699092094_VL,-9.7,-4.9,65,-0.1
_699112294_VL_TN1,6991122,_699112294_VL,-24.1,19.5,63.5,-29.6
_699606212_VL_TN1,6996062,_699606212_VL,0,0,43,-0.4
_699714422_VL_TN1,6997144,_699714422_VL,-36.8,-15.1,239.2,-11.9
_699888354_VL_TN1,6998883,_699888354_VL,-0.8,-1.4,94.3,-10.4
_700310403_VL_TN1,7003104,_700310403_VL,0,0,239.7,-10.9
_700354250_VL_TN1,7003542,_700354250_VL,0,0,408.3,-9.3
_700911790_VL_TN2,7009117,_700911790_VL,-10,-2.4,238.4,-6.1
_700911790_VL_TN1,7009117,_700911790_VL,-13,-2.4,238.4,-6.1
_70139864_VL_TN1,7013986,_70139864_VL,-5,-1,64,-9.6
_701887523_VL_TN1,7018875,_701887523_VL,-17.6,0.3,91.7,-19.2
_702959579_VL_TN1,7029595,_702959579_VL,0,0,238,-8.4
_703223806_VL_TN1,7032238,_703223806_VL,0,0,238.3,-12.1
_704917883_VL_TN1,7049178,_704917883_VL,-9.9,-4,61.7,-35.2
_70510004_VL_TN1,7051000,_70510004_VL,0,0,240.3,0.9
_705259935_VL_TN1,7052599,_705259935_VL,0,0,65.3,-7.3
_705467350_VL_TN1,7054673,_705467350_VL,-24.6,-1.9,65.3,-7.4
_706800944_VL_TN1,7068009,_706800944_VL,0,0,64.7,-8.1
_706981824_VL_TN3,7069818,_706981824_VL,0,0,238.1,-27.1
_706981824_VL_TN2,7069818,_706981824_VL,0,0,238.1,-27.1
_706981824_VL_TN1,7069818,_706981824_VL,0,0,238.1,-27.1
_707598258_VL_TN1,7075982,_707598258_VL,-67.3,-30.5,61.7,-16.9
_707971586_VL_TN1,7079715,_707971586_VL,-0.2,7,95.1,-15.8
_708019959_VL_TN1,7080199,_708019959_VL,0.4,-7.1,64.3,-20.6
_708874524_VL_TN1,7088745,_708874524_VL,0,0,67.9,-1.5
_708918274_VL_TN1,7089182,_708918274_VL,-12.4,-1,64.8,-13.4
_70900670_VL_TN1,7090067,_70900670_VL,-45,-19.9,239.2,-12.6
_709509761_VL_TN1,7095097,_709509761_VL,0,0,64.2,-5.4
_709664946_VL_TN2,7096649,_709664946_VL,-7.6,76.1,241.3,0.2
_709664946_VL_TN1,7096649,_709664946_VL,-7.5,75,241.3,0.2
_709973705_VL_TN1,7099737,_709973705_VL,-0.5,0,63,-22.5
_710827508_VL_TN2,7108275,_710827508_VL,-26.2,-4.3,236.3,-13.4
_711368386_VL_TN1,7113683,_711368386_VL,-0.3,0.7,45.9,-4.9
_711392616_VL_TN1,7113926,_711392616_VL,-21,-7.3,232.8,-6.2
_711392736_VL_TN1,7113927,_711392736_VL,0,0,63.1,-22.6
_711522831_VL_TN1,7115228,_711522831_VL,19.4,-3.2,64.1,-11.1
_711638111_VL_TN1,7116381,_711638111_VL,-19.8,-3.4,64.5,-14.8
_712339277_VL_TN1,7123392,_712339277_VL,-6,-2.2,91.7,-18.3
_712846540_VL_TN1,7128465,_712846540_VL,0,0,239.3,-19.4
_713878203_VL_TN1,7138782,_713878203_VL,0,0,63.7,-4.8
_71416103_VL_TN2,7141610,_71416103_VL,-10.7,-2.4,65.8,-5.1
_71416103_VL_TN1,7141610,_71416103_VL,-5.8,-3.2,66.1,-4.8
_714555345_VL_TN1,7145553,_714555345_VL,0,0,63.5,-21.7
_714971035_VL_TN1,7149710,_714971035_VL,0,0,64.1,-11.3
_715231393_VL_TN1,7152313,_715231393_VL,-2,-1.2,63.2,-5.5
_715371123_VL_TN2,7153711,_715371123_VL,873.2,-85.2,409.3,-7.4
_715371123_VL_TN1,7153711,_715371123_VL,881.2,69.9,409.3,-7.4
_715497855_VL_TN1,7154978,_715497855_VL,-1.8,0.5,43.5,-1
_715629408_VL_TN1,7156294,_715629408_VL,-1,-0.3,61.6,-13.3
_715829185_VL_TN1,7158291,_715829185_VL,0,0,63.4,-11.4
_716338254_VL_TN1,7163382,_716338254_VL,-7.9,-2.7,63.4,-6.6
_716486697_VL_TN1,7164866,_716486697_VL,-12.6,-2.4,63,-22.5
_716916658_VL_TN1,7169166,_716916658_VL,0,0,236.9,-6.5
_717095551_VL_TN2,7170955,_717095551_VL,-27.1,-5.7,237.4,-2.6
_717095551_VL_TN1,7170955,_717095551_VL,-379.6,-113.5,236.4,-3.2
_71752993_VL_TN1,7175299,_71752993_VL,0.1,-0.4,63.9,-12.1
_718213695_VL_TN1,7182136,_718213695_VL,-23.5,-5.8,21,-14.8
_718217220_VL_TN2,7182172,_718217220_VL,-10.6,30.1,94.1,-8
_718659578_VL_TN1,7186595,_718659578_VL,-19.4,0.1,92.2,-19.9
_718688758_VL_TN2,7186887,_718688758_VL,-8.8,28.2,64.9,-22.8
_718796096_VL_TN1,7187960,_718796096_VL,-22.7,-6.1,62.3,-14.7
_718929362_VL_TN1,7189293,_718929362_VL,0,-0.2,64.5,5.1
_718972954_VL_TN1,7189729,_718972954_VL,-14.1,-5.5,93.7,-12
_719606090_VL_TN1,7196060,_719606090_VL,-19.9,-1,93.8,-23.1
_72000555_VL_TN1,7200055,_72000555_VL,-32,3.1,95.6,-8.7
_720080594_VL_TN1,7200805,_720080594_VL,-25,-6.3,95.4,-9.2
_72019504_VL_TN1,7201950,_72019504_VL,-4.3,-4.2,63,-12.3
_720481573_VL_TN1,7204815,_720481573_VL,-8.6,-4.5,95.5,-9
_721023909_VL_TN1,7210239,_721023909_VL,-26,8.6,63.1,-20.4
_721388799_VL_TN1,7213887,_721388799_VL,-9.5,-3.7,64.4,-5.4
_721493047_VL_TN2,7214930,_721493047_VL,0,0,236.9,-5.7
_721493341_VL_TN1,7214933,_721493341_VL,-9.4,-0.7,94.1,-11.2
_721752830_VL_TN1,7217528,_721752830_VL,-14.1,-11.1,232.3,-2.9
_722057166_VL_TN1,7220571,_722057166_VL,-7.6,-7.5,65.3,-4.5
_722150959_VL_TN2,7221509,_722150959_VL,-2.4,-9.4,64,-14.1
_722371713_VL_TN1,7223717,_722371713_VL,0,0,404.9,-12.4
_722619744_VL_TN1,7226197,_722619744_VL,-12,3.9,93.7,-19
_722751846_VL_TN1,7227518,_722751846_VL,-57.6,-31.2,231.3,-3.6
_722917193_VL_TN1,7229171,_722917193_VL,-2.3,-0.2,63.4,-18.9
_723420816_VL_TN1,7234208,_723420816_VL,0,0,62.1,-30.4
_723492180_VL_TN1,7234921,_723492180_VL,-27.4,-13.1,64.3,-6
_72439698_VL_TN1,7243969,_72439698_VL,-19.8,-8,62.6,-8.5
_724419236_VL_TN2,7244192,_724419236_VL,0,0,236.9,-21
_725092600_VL_TN1,7250926,_725092600_VL,-13.3,-2.5,62.1,-21.1
_725337552_VL_TN1,7253375,_725337552_VL,-35.1,-7,63.1,-19.3
_725444000_VL_TN1,7254440,_725444000_VL,0,0,41.5,-0.4
_72548958_VL_TN1,7254895,_72548958_VL,-7.9,1.4,63,-22.7
_72560653_VL_TN1,7256065,_72560653_VL,-3.8,2.1,42.4,2.4
_725615640_VL_TN1,7256156,_725615640_VL,-1,-1,63,-15.5
_725895823_VL_TN1,7258958,_725895823_VL,0,0,64.6,-6
